ccode1,ccode2,state.destination.name,state.destination.abb,state.origin.name,state.origin.abb,dyad.id,immigrant.population,year
620,225,Switzerland,SWZ,Libya,LIB,620225,,2000
620,255,Germany,GMY,Libya,LIB,620255,,2000
620,325,Italy,ITA,Libya,LIB,620325,,2000
630,210,Netherlands,NTH,Iran,IRN,630210,,2000
630,211,Belgium,BEL,Iran,IRN,630211,,2000
630,220,France,FRN,Iran,IRN,630220,,2000
630,225,Switzerland,SWZ,Iran,IRN,630225,,2000
630,255,Germany,GMY,Iran,IRN,630255,,2000
630,305,Austria,AUS,Iran,IRN,630305,,2000
630,325,Italy,ITA,Iran,IRN,630325,,2000
630,350,Greece,GRC,Iran,IRN,630350,,2000
630,380,Sweden,SWD,Iran,IRN,630380,,2000
630,770,Pakistan,PAK,Iran,IRN,630770,,2000
640,2,United States of America,USA,Turkey,TUR,6402,,2000
640,20,Canada,CAN,Turkey,TUR,64020,,2000
640,211,Belgium,BEL,Turkey,TUR,640211,,2000
640,255,Germany,GMY,Turkey,TUR,640255,,2000
640,305,Austria,AUS,Turkey,TUR,640305,,2000
640,325,Italy,ITA,Turkey,TUR,640325,,2000
640,380,Sweden,SWD,Turkey,TUR,640380,,2000
640,900,Australia,AUL,Turkey,TUR,640900,,2000
645,2,United States of America,USA,Iraq,IRQ,6452,,2000
645,20,Canada,CAN,Iraq,IRQ,64520,,2000
645,210,Netherlands,NTH,Iraq,IRQ,645210,,2000
645,220,France,FRN,Iraq,IRQ,645220,,2000
645,255,Germany,GMY,Iraq,IRQ,645255,,2000
645,305,Austria,AUS,Iraq,IRQ,645305,,2000
645,325,Italy,ITA,Iraq,IRQ,645325,,2000
645,640,Turkey,TUR,Iraq,IRQ,645640,,2000
645,652,Syria,SYR,Iraq,IRQ,645652,,2000
645,663,Jordan,JOR,Iraq,IRQ,645663,,2000
652,2,United States of America,USA,Syria,SYR,6522,,2000
652,255,Germany,GMY,Syria,SYR,652255,,2000
652,325,Italy,ITA,Syria,SYR,652325,,2000
652,365,Russia,RUS,Syria,SYR,652365,,2000
652,369,Ukraine,UKR,Syria,SYR,652369,,2000
652,640,Turkey,TUR,Syria,SYR,652640,,2000
652,645,Iraq,IRQ,Syria,SYR,652645,,2000
652,651,Egypt,EGY,Syria,SYR,652651,,2000
652,732,South Korea,ROK,Syria,SYR,652732,,2000
660,255,Germany,GMY,Lebanon,LEB,660255,,2000
663,255,Germany,GMY,Jordan,JOR,663255,,2000
670,255,Germany,GMY,Saudi Arabia,SAU,670255,,2000
679,2,United States of America,USA,Yemen,YEM,6792,,2000
690,255,Germany,GMY,Kuwait,KUW,690255,,2000
770,800,Thailand,THI,Pakistan,PAK,770800,,2000
696,255,Germany,GMY,United Arab Emirates,UAE,696255,,2000
771,220,France,FRN,Bangladesh,BNG,771220,,2000
775,800,Thailand,THI,Myanmar,MYA,775800,,2000
700,365,Russia,RUS,Afghanistan,AFG,700365,,2000
700,770,Pakistan,PAK,Afghanistan,AFG,700770,,2000
705,255,Germany,GMY,Kazakhstan,KZK,705255,,2000
705,365,Russia,RUS,Kazakhstan,KZK,705365,,2000
710,20,Canada,CAN,China,CHN,71020,,2000
710,210,Netherlands,NTH,China,CHN,710210,,2000
710,211,Belgium,BEL,China,CHN,710211,,2000
710,225,Switzerland,SWZ,China,CHN,710225,,2000
710,255,Germany,GMY,China,CHN,710255,,2000
710,385,Norway,NOR,China,CHN,710385,,2000
710,900,Australia,AUL,China,CHN,710900,,2000
770,220,France,FRN,Pakistan,PAK,770220,,2000
732,255,Germany,GMY,South Korea,ROK,732255,,2000
850,20,Canada,CAN,Indonesia,INS,85020,,2000
740,255,Germany,GMY,Japan,JPN,740255,,2000
750,2,United States of America,USA,India,IND,7502,,2000
750,20,Canada,CAN,India,IND,75020,,2000
750,255,Germany,GMY,India,IND,750255,,2000
770,2,United States of America,USA,Pakistan,PAK,7702,,2000
770,255,Germany,GMY,Pakistan,PAK,770255,,2000
770,325,Italy,ITA,Pakistan,PAK,770325,,2000
770,700,Afghanistan,AFG,Pakistan,PAK,770700,,2000
770,850,Indonesia,INS,Pakistan,PAK,770850,,2000
771,2,United States of America,USA,Bangladesh,BNG,7712,,2000
771,20,Canada,CAN,Bangladesh,BNG,77120,,2000
771,255,Germany,GMY,Bangladesh,BNG,771255,,2000
820,255,Germany,GMY,Malaysia,MAL,820255,,2000
840,255,Germany,GMY,Philippines,PHI,840255,,2000
850,2,United States of America,USA,Indonesia,INS,8502,,2000
850,255,Germany,GMY,Indonesia,INS,850255,,2000
850,900,Australia,AUL,Indonesia,INS,850900,,2000
710,2,United States of America,USA,China,CHN,7102,,2000
750,200,United Kingdom,UKG,India,IND,750200,,2000
484,2,United States of America,USA,Congo,CON,4842,,2000
484,220,France,FRN,Congo,CON,484220,,2000
651,220,France,FRN,Egypt,EGY,651220,,2000
710,750,India,IND,China,CHN,710750,,2000
660,2,United States of America,USA,Lebanon,LEB,6602,,2000
100,2,United States of America,USA,Colombia,COL,1002,,2000
100,230,Spain,SPN,Colombia,COL,100230,,2000
344,346,Bosnia and Herzegovina,BOS,Croatia,CRO,344346,,2000
501,200,United Kingdom,UKG,Kenya,KEN,501200,,2000
640,200,United Kingdom,UKG,Turkey,TUR,640200,,2000
365,200,United Kingdom,UKG,Russia,RUS,365200,,2000
640,645,Iraq,IRQ,Turkey,TUR,640645,,2000
663,2,United States of America,USA,Jordan,JOR,6632,,2000
690,200,United Kingdom,UKG,Kuwait,KUW,690200,,2000
530,2,United States of America,USA,Ethiopia,ETH,5302,,2000
615,200,United Kingdom,UKG,Algeria,ALG,615200,,2000
365,230,Spain,SPN,Russia,RUS,365230,,2000
770,200,United Kingdom,UKG,Pakistan,PAK,770200,,2000
452,2,United States of America,USA,Ghana,GHA,4522,,2000
771,200,United Kingdom,UKG,Bangladesh,BNG,771200,,2000
40,20,Canada,CAN,Cuba,CUB,4020,,2000
40,230,Spain,SPN,Cuba,CUB,40230,,2000
771,750,India,IND,Bangladesh,BNG,771750,,2000
540,200,United Kingdom,UKG,Angola,ANG,540200,,2000
475,200,United Kingdom,UKG,Nigeria,NIG,475200,,2000
780,750,India,IND,Sri Lanka,SRI,780750,,2000
620,200,United Kingdom,UKG,Libya,LIB,620200,,2000
645,750,India,IND,Iraq,IRQ,645750,,2000
70,20,Canada,CAN,Mexico,MEX,7020,,2000
780,2,United States of America,USA,Sri Lanka,SRI,7802,,2000
780,200,United Kingdom,UKG,Sri Lanka,SRI,780200,,2000
92,2,United States of America,USA,El Salvador,SAL,922,,2000
360,200,United Kingdom,UKG,Romania,ROM,360200,,2000
483,2,United States of America,USA,Chad,CHA,4832,,2000
630,200,United Kingdom,UKG,Iran,IRN,630200,,2000
100,200,United Kingdom,UKG,Colombia,COL,100200,,2000
651,200,United Kingdom,UKG,Egypt,EGY,651200,,2000
90,2,United States of America,USA,Guatemala,GUA,902,,2000
101,2,United States of America,USA,Venezuela,VEN,1012,,2000
651,2,United States of America,USA,Egypt,EGY,6512,,2000
651,325,Italy,ITA,Egypt,EGY,651325,,2000
630,750,India,IND,Iran,IRN,630750,,2000
94,2,United States of America,USA,Costa Rica,COS,942,,2000
775,750,India,IND,Myanmar,MYA,775750,,2000
710,200,United Kingdom,UKG,China,CHN,710200,,2000
651,255,Germany,GMY,Egypt,EGY,651255,,2000
816,220,France,FRN,Vietnam,DRV,816220,,2000
816,740,Japan,JPN,Vietnam,DRV,816740,,2000
816,800,Thailand,THI,Vietnam,DRV,816800,,2000
816,840,Philippines,PHI,Vietnam,DRV,816840,,2000
816,850,Indonesia,INS,Vietnam,DRV,816850,,2000
816,200,United Kingdom,UKG,Vietnam,DRV,816200,,2000
816,2,United States of America,USA,Vietnam,DRV,8162,,2000
816,210,Netherlands,NTH,Vietnam,DRV,816210,,2000
704,2,United States of America,USA,Uzbekistan,UZB,7042,,2000
345,2,United States of America,USA,Yugoslavia,YUG,3452,,2000
816,255,Germany,GMY,Vietnam,DRV,816255,,2000
811,816,Vietnam,DRV,Cambodia,CAM,811816,,2000
345,255,Germany,GMY,Yugoslavia,YUG,345255,,2000
345,305,Austria,AUS,Yugoslavia,YUG,345305,,2000
705,2,United States of America,USA,Kazakhstan,KZK,7052,,2000
345,325,Italy,ITA,Yugoslavia,YUG,345325,,2000
345,220,France,FRN,Yugoslavia,YUG,345220,,2000
816,710,China,CHN,Vietnam,DRV,816710,,2000
70,42,Dominican Republic,DOM,Mexico,MEX,7042,,2000
70,52,Trinidad and Tobago,TRI,Mexico,MEX,7052,,2000
702,55,Grenada,GRN,Tajikistan,TAJ,70255,,2000
2,20,Canada,CAN,United States of America,USA,220,,2000
2,255,Germany,GMY,United States of America,USA,2255,,2000
20,255,Germany,GMY,Canada,CAN,20255,,2000
135,2,United States of America,USA,Peru,PER,1352,,2000
210,255,Germany,GMY,Netherlands,NTH,210255,,2000
220,255,Germany,GMY,France,FRN,220255,,2000
255,20,Canada,CAN,Germany,GMY,25520,,2000
344,255,Germany,GMY,Croatia,CRO,344255,,2000
365,2,United States of America,USA,Russia,RUS,3652,,2000
365,290,Poland,POL,Russia,RUS,365290,,2000
365,316,Czech Republic,CZR,Russia,RUS,365316,,2000
365,373,Azerbaijan,AZE,Russia,RUS,365373,,2000
365,705,Kazakhstan,KZK,Russia,RUS,365705,,2000
369,2,United States of America,USA,Ukraine,UKR,3692,,2000
369,365,Russia,RUS,Ukraine,UKR,369365,,2000
369,370,Belarus,BLR,Ukraine,UKR,369370,,2000
560,551,Zambia,ZAM,South Africa,SAF,560551,,2000
560,572,Swaziland,SWA,South Africa,SAF,560572,,2000
630,652,Syria,SYR,Iran,IRN,630652,,2000
666,20,Canada,CAN,Israel,ISR,66620,,2000
666,255,Germany,GMY,Israel,ISR,666255,,2000
710,560,South Africa,SAF,China,CHN,710560,,2000
770,820,Malaysia,MAL,Pakistan,PAK,770820,,2000
850,820,Malaysia,MAL,Indonesia,INS,850820,,2000
471,325,Italy,ITA,Cameroon,CAO,471325,,2000
310,255,Germany,GMY,Hungary,HUN,310255,,2000
475,560,South Africa,SAF,Nigeria,NIG,475560,,2000
339,325,Italy,ITA,Albania,ALB,339325,,2000
316,255,Germany,GMY,Czech Republic,CZR,316255,,2000
317,255,Germany,GMY,Slovakia,SLO,317255,,2000
31,2,United States of America,USA,Bahamas,BHM,312,,2000
41,2,United States of America,USA,Haiti,HAI,412,,2000
41,42,Dominican Republic,DOM,Haiti,HAI,4142,,2000
70,2,United States of America,USA,Mexico,MEX,702,,2000
70,255,Germany,GMY,Mexico,MEX,70255,,2000
90,70,Mexico,MEX,Guatemala,GUA,9070,,2000
91,2,United States of America,USA,Honduras,HON,912,,2000
92,90,Guatemala,GUA,El Salvador,SAL,9290,,2000
93,2,United States of America,USA,Nicaragua,NIC,932,,2000
95,2,United States of America,USA,Panama,PAN,952,,2000
100,20,Canada,CAN,Colombia,COL,10020,,2000
100,101,Venezuela,VEN,Colombia,COL,100101,,2000
100,130,Ecuador,ECU,Colombia,COL,100130,,2000
100,135,Peru,PER,Colombia,COL,100135,,2000
100,140,Brazil,BRA,Colombia,COL,100140,,2000
100,155,Chile,CHL,Colombia,COL,100155,,2000
100,160,Argentina,ARG,Colombia,COL,100160,,2000
100,210,Netherlands,NTH,Colombia,COL,100210,,2000
100,255,Germany,GMY,Colombia,COL,100255,,2000
100,325,Italy,ITA,Colombia,COL,100325,,2000
101,20,Canada,CAN,Venezuela,VEN,10120,,2000
101,70,Mexico,MEX,Venezuela,VEN,10170,,2000
101,255,Germany,GMY,Venezuela,VEN,101255,,2000
130,2,United States of America,USA,Ecuador,ECU,1302,,2000
135,20,Canada,CAN,Peru,PER,13520,,2000
135,160,Argentina,ARG,Peru,PER,135160,,2000
135,255,Germany,GMY,Peru,PER,135255,,2000
140,2,United States of America,USA,Brazil,BRA,1402,,2000
140,255,Germany,GMY,Brazil,BRA,140255,,2000
155,20,Canada,CAN,Chile,CHL,15520,,2000
155,101,Venezuela,VEN,Chile,CHL,155101,,2000
155,160,Argentina,ARG,Chile,CHL,155160,,2000
155,211,Belgium,BEL,Chile,CHL,155211,,2000
155,255,Germany,GMY,Chile,CHL,155255,,2000
160,20,Canada,CAN,Argentina,ARG,16020,,2000
160,255,Germany,GMY,Argentina,ARG,160255,,2000
230,255,Germany,GMY,Spain,SPN,230255,,2000
290,20,Canada,CAN,Poland,POL,29020,,2000
290,211,Belgium,BEL,Poland,POL,290211,,2000
290,255,Germany,GMY,Poland,POL,290255,,2000
501,2,United States of America,USA,Kenya,KEN,5012,,2000
343,255,Germany,GMY,Macedonia,MAC,343255,,2000
344,325,Italy,ITA,Croatia,CRO,344325,,2000
346,255,Germany,GMY,Bosnia and Herzegovina,BOS,346255,,2000
346,325,Italy,ITA,Bosnia and Herzegovina,BOS,346325,,2000
346,344,Croatia,CRO,Bosnia and Herzegovina,BOS,346344,,2000
346,349,Slovenia,SLV,Bosnia and Herzegovina,BOS,346349,,2000
349,255,Germany,GMY,Slovenia,SLV,349255,,2000
350,255,Germany,GMY,Greece,GRC,350255,,2000
355,255,Germany,GMY,Bulgaria,BUL,355255,,2000
360,2,United States of America,USA,Romania,ROM,3602,,2000
360,255,Germany,GMY,Romania,ROM,360255,,2000
360,310,Hungary,HUN,Romania,ROM,360310,,2000
552,560,South Africa,SAF,Zimbabwe,ZIM,552560,,2000
365,20,Canada,CAN,Russia,RUS,36520,,2000
365,210,Netherlands,NTH,Russia,RUS,365210,,2000
365,211,Belgium,BEL,Russia,RUS,365211,,2000
365,220,France,FRN,Russia,RUS,365220,,2000
365,225,Switzerland,SWZ,Russia,RUS,365225,,2000
365,255,Germany,GMY,Russia,RUS,365255,,2000
365,305,Austria,AUS,Russia,RUS,365305,,2000
365,325,Italy,ITA,Russia,RUS,365325,,2000
365,368,Lithuania,LIT,Russia,RUS,365368,,2000
365,369,Ukraine,UKR,Russia,RUS,365369,,2000
365,375,Finland,FIN,Russia,RUS,365375,,2000
365,380,Sweden,SWD,Russia,RUS,365380,,2000
365,385,Norway,NOR,Russia,RUS,365385,,2000
365,390,Denmark,DEN,Russia,RUS,365390,,2000
365,900,Australia,AUL,Russia,RUS,365900,,2000
367,255,Germany,GMY,Latvia,LAT,367255,,2000
368,255,Germany,GMY,Lithuania,LIT,368255,,2000
369,210,Netherlands,NTH,Ukraine,UKR,369210,,2000
369,211,Belgium,BEL,Ukraine,UKR,369211,,2000
369,220,France,FRN,Ukraine,UKR,369220,,2000
369,255,Germany,GMY,Ukraine,UKR,369255,,2000
369,316,Czech Republic,CZR,Ukraine,UKR,369316,,2000
369,325,Italy,ITA,Ukraine,UKR,369325,,2000
370,2,United States of America,USA,Belarus,BLR,3702,,2000
370,255,Germany,GMY,Belarus,BLR,370255,,2000
370,365,Russia,RUS,Belarus,BLR,370365,,2000
373,2,United States of America,USA,Azerbaijan,AZE,3732,,2000
373,20,Canada,CAN,Azerbaijan,AZE,37320,,2000
373,220,France,FRN,Azerbaijan,AZE,373220,,2000
373,255,Germany,GMY,Azerbaijan,AZE,373255,,2000
373,369,Ukraine,UKR,Azerbaijan,AZE,373369,,2000
600,325,Italy,ITA,Morocco,MOR,600325,,2000
615,230,Spain,SPN,Algeria,ALG,615230,,2000
615,255,Germany,GMY,Algeria,ALG,615255,,2000
630,640,Turkey,TUR,Iran,IRN,630640,,2000
640,210,Netherlands,NTH,Turkey,TUR,640210,,2000
640,220,France,FRN,Turkey,TUR,640220,,2000
640,225,Switzerland,SWZ,Turkey,TUR,640225,,2000
640,350,Greece,GRC,Turkey,TUR,640350,,2000
645,800,Thailand,THI,Iraq,IRQ,645800,,2000
433,220,France,FRN,Senegal,SEN,433220,,2000
652,220,France,FRN,Syria,SYR,652220,,2000
437,2,United States of America,USA,Ivory Coast,CDI,4372,,2000
437,210,Netherlands,NTH,Ivory Coast,CDI,437210,,2000
437,220,France,FRN,Ivory Coast,CDI,437220,,2000
437,255,Germany,GMY,Ivory Coast,CDI,437255,,2000
437,475,Nigeria,NIG,Ivory Coast,CDI,437475,,2000
450,255,Germany,GMY,Liberia,LBR,450255,,2000
450,385,Norway,NOR,Liberia,LBR,450385,,2000
471,220,France,FRN,Cameroon,CAO,471220,,2000
700,2,United States of America,USA,Afghanistan,AFG,7002,,2000
475,2,United States of America,USA,Nigeria,NIG,4752,,2000
475,20,Canada,CAN,Nigeria,NIG,47520,,2000
475,220,France,FRN,Nigeria,NIG,475220,,2000
475,255,Germany,GMY,Nigeria,NIG,475255,,2000
475,325,Italy,ITA,Nigeria,NIG,475325,,2000
701,365,Russia,RUS,Turkmenistan,TKM,701365,,2000
490,211,Belgium,BEL,Democratic Republic of the Congo,DRC,490211,,2000
710,220,France,FRN,China,CHN,710220,,2000
490,551,Zambia,ZAM,Democratic Republic of the Congo,DRC,490551,,2000
490,560,South Africa,SAF,Democratic Republic of the Congo,DRC,490560,,2000
775,740,Japan,JPN,Myanmar,MYA,775740,,2000
840,2,United States of America,USA,Philippines,PHI,8402,,2000
800,900,Australia,AUL,Thailand,THI,800900,,2000
811,2,United States of America,USA,Cambodia,CAM,8112,,2000
812,710,China,CHN,Laos,LAO,812710,,2000
812,800,Thailand,THI,Laos,LAO,812800,,2000
540,2,United States of America,USA,Angola,ANG,5402,,2000
540,20,Canada,CAN,Angola,ANG,54020,,2000
540,140,Brazil,BRA,Angola,ANG,540140,,2000
540,210,Netherlands,NTH,Angola,ANG,540210,,2000
540,220,France,FRN,Angola,ANG,540220,,2000
540,255,Germany,GMY,Angola,ANG,540255,,2000
540,560,South Africa,SAF,Angola,ANG,540560,,2000
800,255,Germany,GMY,Thailand,THI,800255,,2000
560,255,Germany,GMY,South Africa,SAF,560255,,2000
560,552,Zimbabwe,ZIM,South Africa,SAF,560552,,2000
600,255,Germany,GMY,Morocco,MOR,600255,,2000
615,2,United States of America,USA,Algeria,ALG,6152,,2000
615,20,Canada,CAN,Algeria,ALG,61520,,2000
615,220,France,FRN,Algeria,ALG,615220,,2000
616,255,Germany,GMY,Tunisia,TUN,616255,,2000
616,325,Italy,ITA,Tunisia,TUN,616325,,2000
620,2,United States of America,USA,Libya,LIB,6202,,2000
620,220,France,FRN,Libya,LIB,620220,,2000
620,225,Switzerland,SWZ,Libya,LIB,620225,,2000
620,255,Germany,GMY,Libya,LIB,620255,,2000
620,325,Italy,ITA,Libya,LIB,620325,,2000
630,210,Netherlands,NTH,Iran,IRN,630210,,2000
630,211,Belgium,BEL,Iran,IRN,630211,,2000
630,220,France,FRN,Iran,IRN,630220,,2000
630,225,Switzerland,SWZ,Iran,IRN,630225,,2000
630,255,Germany,GMY,Iran,IRN,630255,,2000
630,305,Austria,AUS,Iran,IRN,630305,,2000
630,325,Italy,ITA,Iran,IRN,630325,,2000
630,350,Greece,GRC,Iran,IRN,630350,,2000
630,380,Sweden,SWD,Iran,IRN,630380,,2000
630,770,Pakistan,PAK,Iran,IRN,630770,,2000
640,2,United States of America,USA,Turkey,TUR,6402,,2000
640,20,Canada,CAN,Turkey,TUR,64020,,2000
640,211,Belgium,BEL,Turkey,TUR,640211,,2000
640,255,Germany,GMY,Turkey,TUR,640255,,2000
640,305,Austria,AUS,Turkey,TUR,640305,,2000
640,325,Italy,ITA,Turkey,TUR,640325,,2000
640,380,Sweden,SWD,Turkey,TUR,640380,,2000
640,900,Australia,AUL,Turkey,TUR,640900,,2000
645,2,United States of America,USA,Iraq,IRQ,6452,,2000
645,20,Canada,CAN,Iraq,IRQ,64520,,2000
645,210,Netherlands,NTH,Iraq,IRQ,645210,,2000
645,220,France,FRN,Iraq,IRQ,645220,,2000
645,255,Germany,GMY,Iraq,IRQ,645255,,2000
645,305,Austria,AUS,Iraq,IRQ,645305,,2000
645,325,Italy,ITA,Iraq,IRQ,645325,,2000
645,640,Turkey,TUR,Iraq,IRQ,645640,,2000
645,652,Syria,SYR,Iraq,IRQ,645652,,2000
645,663,Jordan,JOR,Iraq,IRQ,645663,,2000
652,2,United States of America,USA,Syria,SYR,6522,,2000
652,255,Germany,GMY,Syria,SYR,652255,,2000
652,325,Italy,ITA,Syria,SYR,652325,,2000
652,365,Russia,RUS,Syria,SYR,652365,,2000
652,369,Ukraine,UKR,Syria,SYR,652369,,2000
652,640,Turkey,TUR,Syria,SYR,652640,,2000
652,645,Iraq,IRQ,Syria,SYR,652645,,2000
652,651,Egypt,EGY,Syria,SYR,652651,,2000
652,732,South Korea,ROK,Syria,SYR,652732,,2000
660,255,Germany,GMY,Lebanon,LEB,660255,,2000
663,255,Germany,GMY,Jordan,JOR,663255,,2000
670,255,Germany,GMY,Saudi Arabia,SAU,670255,,2000
679,2,United States of America,USA,Yemen,YEM,6792,,2000
690,255,Germany,GMY,Kuwait,KUW,690255,,2000
770,800,Thailand,THI,Pakistan,PAK,770800,,2000
696,255,Germany,GMY,United Arab Emirates,UAE,696255,,2000
771,220,France,FRN,Bangladesh,BNG,771220,,2000
775,800,Thailand,THI,Myanmar,MYA,775800,,2000
700,365,Russia,RUS,Afghanistan,AFG,700365,,2000
700,770,Pakistan,PAK,Afghanistan,AFG,700770,,2000
705,255,Germany,GMY,Kazakhstan,KZK,705255,,2000
705,365,Russia,RUS,Kazakhstan,KZK,705365,,2000
710,20,Canada,CAN,China,CHN,71020,,2000
710,210,Netherlands,NTH,China,CHN,710210,,2000
710,211,Belgium,BEL,China,CHN,710211,,2000
710,225,Switzerland,SWZ,China,CHN,710225,,2000
710,255,Germany,GMY,China,CHN,710255,,2000
710,385,Norway,NOR,China,CHN,710385,,2000
710,900,Australia,AUL,China,CHN,710900,,2000
770,220,France,FRN,Pakistan,PAK,770220,,2000
732,255,Germany,GMY,South Korea,ROK,732255,,2000
850,20,Canada,CAN,Indonesia,INS,85020,,2000
740,255,Germany,GMY,Japan,JPN,740255,,2000
750,2,United States of America,USA,India,IND,7502,,2000
750,20,Canada,CAN,India,IND,75020,,2000
750,255,Germany,GMY,India,IND,750255,,2000
770,2,United States of America,USA,Pakistan,PAK,7702,,2000
770,255,Germany,GMY,Pakistan,PAK,770255,,2000
770,325,Italy,ITA,Pakistan,PAK,770325,,2000
770,700,Afghanistan,AFG,Pakistan,PAK,770700,,2000
770,850,Indonesia,INS,Pakistan,PAK,770850,,2000
771,2,United States of America,USA,Bangladesh,BNG,7712,,2000
771,20,Canada,CAN,Bangladesh,BNG,77120,,2000
771,255,Germany,GMY,Bangladesh,BNG,771255,,2000
820,255,Germany,GMY,Malaysia,MAL,820255,,2000
840,255,Germany,GMY,Philippines,PHI,840255,,2000
850,2,United States of America,USA,Indonesia,INS,8502,,2000
850,255,Germany,GMY,Indonesia,INS,850255,,2000
850,900,Australia,AUL,Indonesia,INS,850900,,2000
710,2,United States of America,USA,China,CHN,7102,,2000
750,200,United Kingdom,UKG,India,IND,750200,,2000
484,2,United States of America,USA,Congo,CON,4842,,2000
484,220,France,FRN,Congo,CON,484220,,2000
651,220,France,FRN,Egypt,EGY,651220,,2000
710,750,India,IND,China,CHN,710750,,2000
660,2,United States of America,USA,Lebanon,LEB,6602,,2000
100,2,United States of America,USA,Colombia,COL,1002,,2000
100,230,Spain,SPN,Colombia,COL,100230,,2000
344,346,Bosnia and Herzegovina,BOS,Croatia,CRO,344346,,2000
501,200,United Kingdom,UKG,Kenya,KEN,501200,,2000
640,200,United Kingdom,UKG,Turkey,TUR,640200,,2000
365,200,United Kingdom,UKG,Russia,RUS,365200,,2000
640,645,Iraq,IRQ,Turkey,TUR,640645,,2000
663,2,United States of America,USA,Jordan,JOR,6632,,2000
690,200,United Kingdom,UKG,Kuwait,KUW,690200,,2000
530,2,United States of America,USA,Ethiopia,ETH,5302,,2000
615,200,United Kingdom,UKG,Algeria,ALG,615200,,2000
365,230,Spain,SPN,Russia,RUS,365230,,2000
770,200,United Kingdom,UKG,Pakistan,PAK,770200,,2000
452,2,United States of America,USA,Ghana,GHA,4522,,2000
771,200,United Kingdom,UKG,Bangladesh,BNG,771200,,2000
40,20,Canada,CAN,Cuba,CUB,4020,,2000
40,230,Spain,SPN,Cuba,CUB,40230,,2000
771,750,India,IND,Bangladesh,BNG,771750,,2000
540,200,United Kingdom,UKG,Angola,ANG,540200,,2000
475,200,United Kingdom,UKG,Nigeria,NIG,475200,,2000
780,750,India,IND,Sri Lanka,SRI,780750,,2000
620,200,United Kingdom,UKG,Libya,LIB,620200,,2000
645,750,India,IND,Iraq,IRQ,645750,,2000
70,20,Canada,CAN,Mexico,MEX,7020,,2000
780,2,United States of America,USA,Sri Lanka,SRI,7802,,2000
780,200,United Kingdom,UKG,Sri Lanka,SRI,780200,,2000
92,2,United States of America,USA,El Salvador,SAL,922,,2000
360,200,United Kingdom,UKG,Romania,ROM,360200,,2000
483,2,United States of America,USA,Chad,CHA,4832,,2000
630,200,United Kingdom,UKG,Iran,IRN,630200,,2000
100,200,United Kingdom,UKG,Colombia,COL,100200,,2000
651,200,United Kingdom,UKG,Egypt,EGY,651200,,2000
90,2,United States of America,USA,Guatemala,GUA,902,,2000
101,2,United States of America,USA,Venezuela,VEN,1012,,2000
651,2,United States of America,USA,Egypt,EGY,6512,,2000
651,325,Italy,ITA,Egypt,EGY,651325,,2000
630,750,India,IND,Iran,IRN,630750,,2000
94,2,United States of America,USA,Costa Rica,COS,942,,2000
775,750,India,IND,Myanmar,MYA,775750,,2000
710,200,United Kingdom,UKG,China,CHN,710200,,2000
651,255,Germany,GMY,Egypt,EGY,651255,,2000
816,220,France,FRN,Vietnam,DRV,816220,,2000
816,740,Japan,JPN,Vietnam,DRV,816740,,2000
816,800,Thailand,THI,Vietnam,DRV,816800,,2000
816,840,Philippines,PHI,Vietnam,DRV,816840,,2000
816,850,Indonesia,INS,Vietnam,DRV,816850,,2000
816,200,United Kingdom,UKG,Vietnam,DRV,816200,,2000
816,2,United States of America,USA,Vietnam,DRV,8162,,2000
816,210,Netherlands,NTH,Vietnam,DRV,816210,,2000
704,2,United States of America,USA,Uzbekistan,UZB,7042,,2000
345,2,United States of America,USA,Yugoslavia,YUG,3452,,2000
816,255,Germany,GMY,Vietnam,DRV,816255,,2000
811,816,Vietnam,DRV,Cambodia,CAM,811816,,2000
